,WAP013,WAP014,WAP023,WAP024,WAP027,WAP028,WAP029,WAP030,WAP031,WAP032,WAP033,WAP034,WAP035,WAP036,WAP039,WAP040,WAP041,WAP042,WAP043,WAP047,WAP048,WAP051,WAP052,WAP057,WAP058,WAP061,WAP062,WAP069,WAP070,WAP074,WAP077,WAP078,WAP081,WAP084,WAP085,WAP087,WAP098,WAP099,WAP132,WAP142,WAP143,WAP155,WAP156,WAP160,WAP161,WAP162,WAP224,WAP225,WAP248,WAP253,WAP268,WAP294,WAP303,WAP323,WAP360,WAP452,LONGITUDE,LATITUDE,FLOOR,BUILDINGID,SPACEID,RELATIVEPOSITION,USERID,PHONEID,TIMESTAMP
450,-64,-65,100,100,100,100,-59,-60,100,100,100,100,100,100,-82,-84,-61,-69,100,-78,-81,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,-61,-60,-72,100,100,100,-71,100,-72,100,-83,100,100,100,100,-7651.834374694666,4864933.714686377,2,0,0,0,0,20,1380872529
452,100,100,100,100,100,-76,100,100,-40,-40,-49,-49,-76,-73,100,100,100,100,-67,100,100,-76,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,-64,100,100,100,100,100,100,100,100,-64,-7638.910299999018,4865000.254833335,2,0,0,0,0,12,1380872536
454,100,100,100,100,100,-87,100,100,100,100,100,100,-67,-68,100,100,100,100,-89,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-61,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,-7586.491921552958,4864985.5818007495,3,0,0,0,0,20,1380872543
455,-60,-61,-75,-75,100,100,-52,-58,100,100,100,100,100,100,-79,-79,-73,-61,100,-78,-81,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,-58,-58,-72,100,100,100,-72,100,-63,100,-83,100,100,100,100,-7642.797866873924,4864924.111738862,2,0,0,0,0,20,1380872549
456,100,100,100,100,-79,-79,100,100,-84,-83,100,100,-73,-74,100,100,100,100,100,100,100,-69,-69,100,-95,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-95,100,100,100,-82,-81,-87,100,100,100,100,100,100,100,100,100,-7616.948850388485,4864979.6926169265,2,0,0,0,0,2,1380872553
460,-87,-86,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-78,100,100,-87,100,100,100,-81,100,-76,100,100,100,-78,-7645.558400001377,4864949.408699991,1,0,0,0,0,15,1380872561
461,-67,-66,100,100,100,100,-69,-68,100,100,100,100,100,100,-72,-68,-45,-46,100,-76,-72,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-68,-61,100,100,-80,-69,100,-74,-57,-68,100,-65,100,-82,-7667.0461950192675,4864936.200523035,2,0,0,0,0,20,1380872561
462,100,100,100,100,100,100,100,100,-46,-52,-61,-61,-73,-79,100,100,100,100,-73,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,-85,-79,100,100,100,100,100,100,100,100,100,-7642.104230343446,4865014.821583611,2,0,0,0,0,12,1380872565
463,-83,-78,100,-85,100,100,-69,-74,100,100,100,100,100,100,-59,-58,-40,-40,100,-65,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,-70,100,100,100,100,100,100,-65,100,100,-70,100,100,-7676.753699999303,4864934.623499991,2,0,0,0,0,20,1380872567
464,-75,-77,-74,-73,100,100,-52,-52,100,100,100,100,100,100,-79,-79,-78,-83,100,-78,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-72,-87,100,100,100,-80,100,-76,100,100,100,100,100,100,-7641.559583115063,4864919.868224761,2,0,0,0,0,20,1380872574
465,100,-87,-92,100,100,100,100,100,100,100,100,100,100,100,-92,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-80,100,100,100,100,-88,100,-89,100,-82,100,100,100,100,-7648.116999998689,4864944.793399997,1,0,0,0,0,9,1380872575
466,-89,-91,-75,-71,100,100,-88,-85,100,100,100,100,100,100,-73,-73,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,-60,-61,-85,100,100,100,-84,100,-84,-91,100,100,-91,100,100,-7689.345990019694,4864934.122608792,1,0,0,0,0,21,1380872579
467,100,100,100,100,100,100,100,100,-61,-61,-85,-85,-74,-74,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,100,100,-64,-64,100,100,100,100,100,100,100,100,100,-88,-7627.531166200086,4864979.545492495,2,0,0,0,0,2,1380872580
468,100,100,100,100,100,100,100,100,-67,-67,-76,-76,-73,-79,100,100,100,100,-73,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,-85,-79,100,100,100,-79,100,100,100,100,100,-7643.833099527749,4865011.782658033,3,0,0,0,0,12,1380872585
469,100,100,100,100,-84,-87,100,100,-86,-85,100,100,-56,-65,100,100,100,100,-89,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,-88,100,100,-68,100,100,100,100,100,100,100,-7588.600915043993,4864984.817305692,2,0,0,0,0,20,1380872586
470,-75,-77,-67,-67,100,100,-50,-44,100,100,100,100,100,100,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-72,-87,100,100,100,-84,100,-80,100,100,100,100,100,100,-7638.286777193522,4864906.937798348,2,0,0,0,0,20,1380872595
471,100,-76,-55,-55,100,100,-87,-86,100,100,100,100,100,100,-66,-67,-79,-78,100,-95,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,100,100,100,100,100,-53,-52,-81,100,100,100,-70,100,-71,100,100,100,100,100,100,-7655.810199998319,4864938.364699997,1,0,0,0,0,9,1380872601
472,-97,100,100,100,-59,-59,100,100,100,100,100,100,-43,-42,100,100,100,100,100,100,100,-79,-82,-85,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-66,100,100,100,-78,-88,100,100,-80,100,100,100,100,100,100,100,-7603.584815539185,4864979.524659278,2,0,0,0,0,4,1380872606
473,-75,-80,-66,-66,100,100,-50,-48,100,100,100,100,100,100,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-72,-87,100,100,100,-84,100,-84,100,100,100,100,100,100,-7636.0813335230005,4864901.115643773,2,0,0,0,0,20,1380872610
474,100,100,100,100,100,100,100,100,-76,-75,-85,-84,-78,-76,100,100,100,100,-85,100,100,-63,-63,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,100,100,-72,-72,-86,100,100,100,100,100,100,100,100,-84,-7634.475921406697,4864986.222521787,2,0,0,0,0,2,1380872612
475,100,100,100,100,100,100,100,100,-46,-43,-67,-67,-70,-70,100,100,100,100,-55,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-79,100,100,100,100,-79,100,100,100,100,100,-7639.169579231336,4865000.82262034,2,0,0,0,0,12,1380872614
476,-84,-76,-71,-65,100,100,-87,-86,100,100,100,100,100,100,-63,-62,-81,-79,100,-95,100,100,100,100,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,-60,-63,-68,100,100,-91,-73,100,-71,-84,100,100,100,100,100,-7661.603514287089,4864938.966300002,1,0,0,0,0,9,1380872617
477,100,100,100,100,-74,-72,100,100,-86,-85,100,100,-44,-53,100,100,100,100,100,100,100,100,-87,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,-82,-82,100,100,100,100,100,100,100,100,100,100,-7596.727231275496,4864982.0063683465,2,0,0,0,0,20,1380872625
478,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-84,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,-91,100,100,-94,100,100,-7689.89515880284,4864934.564706408,0,0,0,0,0,21,1380872631
480,-62,-62,100,100,100,100,-83,-85,100,100,100,100,100,100,-74,-75,-65,-64,100,-35,-40,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-79,100,100,-91,100,100,100,-86,100,100,100,100,100,-7677.549418674669,4864933.52769631,3,0,0,0,0,20,1380872637
481,-87,-85,-74,-75,100,100,-87,-91,100,100,100,100,100,100,-57,-57,-75,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,100,100,100,100,100,100,100,100,-63,-65,-71,100,100,-91,-84,100,-83,-84,100,100,-86,100,100,-7660.742554721545,4864935.182176651,1,0,0,0,0,9,1380872640
482,-75,-80,-77,-71,100,100,-65,-56,100,100,100,100,100,100,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,-72,-87,100,100,100,-84,100,-84,100,100,100,100,100,100,-7631.104188775795,4864902.250530308,2,0,0,0,0,20,1380872643
483,100,100,100,100,-70,-69,100,-92,-65,-65,100,100,-59,-68,100,100,100,100,-75,100,100,-65,-69,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,-66,-66,-78,100,100,100,100,100,100,100,100,100,-7615.037843382428,4864975.903921388,2,0,0,0,0,20,1380872654
484,100,100,100,100,-72,-70,100,100,100,100,100,100,-47,-48,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-75,100,100,100,-76,-82,100,100,-75,100,100,100,100,100,100,100,-7594.01834609583,4864982.14102881,2,0,0,0,0,4,1380872655
486,100,100,100,100,-94,100,100,100,-71,-64,-82,-82,-89,-89,100,100,100,100,-79,100,100,-84,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,-89,-78,100,100,100,-89,100,100,-81,100,100,-7636.553816009117,4864993.814031347,2,0,0,0,0,2,1380872660
488,-55,-52,100,100,100,100,-67,-67,100,100,100,100,100,100,100,100,-73,-58,100,-59,-59,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-72,100,100,100,100,100,100,-82,-71,-83,100,-71,100,-82,-7640.926149998791,4864922.0628999965,3,0,0,0,0,20,1380872665
489,100,-80,-69,-67,100,100,-69,-69,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,-88,100,-88,100,100,100,100,100,100,-7628.391508411526,4864895.975831204,2,0,0,0,0,20,1380872666
490,100,100,100,100,100,100,100,100,100,100,100,100,-70,-70,100,100,100,100,100,100,100,-73,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-70,-61,100,100,100,-79,100,100,-73,100,100,-7633.232864105415,4864970.395309863,2,0,0,0,0,12,1380872666
491,-92,-89,100,-92,100,100,100,-92,100,100,100,100,100,100,-91,-85,100,-97,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,100,100,100,100,100,100,100,100,-73,-72,-88,100,100,100,-90,100,100,-99,-95,100,-94,100,100,-7661.858395682381,4864934.813096483,0,0,0,0,0,21,1380872675
492,100,100,100,100,100,-79,100,100,100,100,100,100,-54,-54,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,-73,100,100,100,100,-91,100,100,-62,100,100,100,100,-91,100,100,-7587.43597205984,4864986.1434058715,2,0,0,0,0,4,1380872677
493,-84,-77,-70,-71,100,100,-81,-79,100,100,100,100,100,100,-55,-56,-75,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-64,100,100,100,100,100,100,100,100,-59,-57,-60,100,100,100,-78,100,-77,100,100,100,-71,100,100,-7665.650228023077,4864936.3447893215,1,0,0,0,0,9,1380872678
494,-65,-59,-68,-68,100,100,-86,-77,100,100,100,100,100,100,100,-66,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-47,-47,-73,100,100,100,-47,100,-47,100,100,100,100,100,100,-7647.469238737493,4864924.892205559,1,0,0,0,0,15,1380872683
495,100,-85,100,100,100,100,100,100,100,100,100,100,-88,-77,100,100,100,100,100,100,100,-85,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,-84,100,100,-84,100,100,100,100,100,100,100,-7633.458986089721,4864965.057229204,2,0,0,0,0,20,1380872690
496,-84,-82,-75,-77,100,100,-81,-79,100,100,100,100,100,100,-55,-58,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-63,-61,-58,100,100,100,-82,100,-81,-77,100,100,-78,100,100,-7669.357900001109,4864936.7432999965,1,0,0,0,0,9,1380872691
497,100,-80,-71,-67,100,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,-88,-89,100,100,100,100,-80,100,-78,100,100,100,100,100,100,-7631.480929608824,4864894.795847637,1,0,0,0,0,20,1380872692
499,100,-82,-81,-81,100,100,100,100,100,100,100,100,100,100,-49,-50,-74,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,100,100,100,100,100,100,100,100,-68,-71,-60,100,100,100,-80,100,-78,-77,100,100,-78,100,100,-7673.740908514747,4864934.395922692,1,0,0,0,0,9,1380872716
500,100,100,-59,-59,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,-87,-87,100,100,100,100,-81,100,-82,100,100,100,100,100,100,-7633.427577396892,4864902.3404542515,1,0,0,0,0,20,1380872716
501,-86,-59,-47,-47,100,100,-73,-60,100,100,100,100,100,100,100,-66,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-47,-81,100,100,100,-65,100,-66,100,100,100,100,100,100,-7638.033510939613,4864912.463782218,1,0,0,0,0,15,1380872730
502,100,100,-62,-55,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,-87,-87,100,100,100,100,-85,100,-83,100,100,100,100,100,100,-7630.07808084597,4864902.031092138,1,0,0,0,0,20,1380872730
503,100,100,100,100,100,100,100,100,100,100,-66,-66,100,100,100,100,100,100,100,100,100,100,100,-75,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,100,-7641.687096105292,4865005.41568679,0,0,0,0,0,14,1380872731
504,100,100,100,100,100,100,100,100,100,100,100,100,-73,-75,100,100,100,100,-84,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-54,100,100,100,100,100,100,100,-58,100,100,100,100,100,100,100,-7587.1901736464515,4864986.320669962,3,0,0,0,0,4,1380872731
505,100,100,-87,-84,100,100,100,100,100,100,100,100,100,100,-46,-46,-76,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,-79,-79,-74,100,100,100,-86,100,-84,100,-80,100,100,100,100,-7677.587316489657,4864933.07547269,1,0,0,0,0,9,1380872734
506,-67,-68,100,-81,100,100,-62,-65,100,100,100,100,100,100,100,100,-75,-74,100,-78,-77,-85,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-60,100,-87,100,100,-71,-84,-72,100,100,100,100,100,100,-7647.7909960721,4864932.286144919,2,0,0,0,0,20,1380872736
507,100,100,-75,-67,100,100,-86,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-94,100,-87,-87,100,100,100,100,-85,100,-83,100,100,100,100,100,100,-7629.573514667455,4864895.308918692,0,0,0,0,0,20,1380872746
508,-70,-69,-70,-68,100,100,-54,-66,100,100,100,100,100,100,-86,100,-76,-77,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-69,-87,100,100,100,-73,100,-72,100,100,100,100,100,100,-7640.518274404201,4864919.807139481,2,0,0,0,0,20,1380872753
509,100,100,-87,-84,100,100,100,100,100,100,100,100,100,100,-44,-44,-71,-72,100,100,-84,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-67,-65,-65,100,100,100,-88,100,-86,100,-80,100,100,100,100,-7673.829934833489,4864933.490431736,1,0,0,0,0,9,1380872756
510,100,-86,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,-87,-85,-95,100,100,100,-85,100,-90,-84,-90,100,-85,100,100,-7641.8535730876065,4864920.274978664,0,0,0,0,0,21,1380872770
511,100,100,100,100,100,100,100,100,100,100,-68,-68,100,100,100,100,100,100,100,100,100,100,100,-71,-73,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,100,-7638.856276810215,4865010.399962202,0,0,0,0,0,14,1380872771
512,-70,-69,-66,-65,100,100,-48,-58,100,100,100,100,100,100,-86,100,-77,-80,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-78,-87,100,100,100,-70,100,-72,100,100,100,100,100,100,-7638.682110496015,4864911.542003278,2,0,0,0,0,20,1380872771
513,100,100,-81,-82,100,100,100,100,100,100,100,100,100,100,-48,-49,-82,-81,-95,-87,-86,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,-74,-74,-73,100,100,100,-91,100,-93,100,100,100,100,100,100,-7682.393381818113,4864930.8371545365,1,0,0,0,0,9,1380872772
516,-81,-81,-66,-64,100,100,-48,-57,100,100,100,100,100,100,-86,100,-77,-80,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,-87,100,100,100,-79,100,-83,100,100,100,100,100,100,-7636.081282111812,4864904.2184335785,2,0,0,0,0,20,1380872791
517,100,100,-81,-91,100,100,100,100,100,100,100,100,100,100,-45,-44,-74,-76,-95,-87,-86,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,-82,-81,-67,100,100,100,-91,100,-93,100,100,100,-85,100,100,-7685.156378726609,4864931.912394961,1,0,0,0,0,9,1380872791
518,-84,100,-48,-48,100,100,-69,-58,100,100,100,100,100,100,100,100,-86,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-72,-81,100,100,100,-78,100,-77,100,100,100,100,100,100,-7637.725548641118,4864898.554589553,1,0,0,0,0,15,1380872792
519,100,100,100,-91,100,100,100,100,100,100,100,100,100,100,-57,-56,-74,-76,100,-87,-88,100,100,100,100,100,100,100,100,100,100,100,-79,100,100,100,100,100,100,100,100,-82,-84,-72,100,100,100,-92,100,-87,100,100,100,-85,100,100,-7684.479554307475,4864930.236725657,1,0,0,0,0,9,1380872805
520,100,100,100,100,100,100,100,100,-52,-52,-65,-65,100,-90,100,100,100,100,-76,100,100,-94,-92,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,-89,-7639.345078123829,4865007.2667757785,2,0,0,0,0,2,1380872812
521,-81,-78,-52,-40,100,100,-77,-78,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,-86,100,100,100,-62,100,-61,100,100,100,100,100,100,-7638.1730634137475,4864906.766256713,1,0,0,0,0,20,1380872814
522,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-56,-56,-80,-84,100,-87,-88,100,100,100,100,100,100,100,100,100,100,100,-77,100,100,100,100,100,100,100,100,100,-89,-78,100,100,100,-92,100,-93,100,100,100,100,100,100,-7688.298000908349,4864928.557493218,1,0,0,0,0,9,1380872820
523,-81,-81,-70,-69,100,100,-70,-77,100,100,100,100,100,100,100,100,-77,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,-87,100,100,100,-82,100,-89,100,100,100,100,100,100,-7630.3714939665115,4864895.353104438,2,0,0,0,0,20,1380872822
524,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-91,100,100,100,100,100,100,100,100,-92,-92,-95,100,-90,100,-85,100,-90,100,-98,100,-91,100,100,-7637.633104535363,4864956.6206516735,0,0,0,0,0,21,1380872822
525,100,100,100,100,-85,-76,100,100,100,100,100,100,-58,-58,100,100,100,100,-79,100,100,-55,-56,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-51,-51,100,100,100,-86,-88,100,100,-78,100,-91,100,100,100,100,100,-7603.833050605849,4864981.560466249,3,0,0,0,0,4,1380872824
527,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-56,-80,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,100,100,100,100,100,-79,-80,-80,100,100,100,100,100,-93,100,100,100,100,100,100,-7690.703644445373,4864927.641466669,1,0,0,0,0,9,1380872830
529,100,100,100,100,100,100,100,100,-70,-70,-80,-80,-99,100,100,100,100,100,-89,100,100,-101,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-89,100,-96,100,100,-7642.199498868656,4865016.835495999,2,0,0,0,0,2,1380872838
530,100,100,100,100,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-62,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-7615.954497164455,4864975.511756935,0,0,0,0,0,14,1380872841
531,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,-73,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,-85,100,100,-85,100,-67,-85,100,100,100,100,-7632.834399998189,4864964.830399992,3,0,0,0,0,12,1380872849
533,-81,-85,-55,-68,100,100,-80,-77,100,100,100,100,100,100,100,100,-77,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-76,100,100,100,100,-78,100,-77,100,100,100,100,100,100,-7636.553698368117,4864899.33611379,1,0,0,0,0,20,1380872854
534,-64,-63,-72,-61,100,100,-71,-78,100,100,100,100,100,100,-71,-63,100,100,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,100,100,100,100,100,100,100,-59,-56,-64,-78,100,100,-69,100,-69,100,100,100,100,100,100,-7652.113968421102,4864934.375236689,1,0,0,0,0,20,1380872858
535,100,100,100,100,-69,-70,100,100,-84,-91,100,-91,-64,-65,100,100,100,100,-71,100,100,-54,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-55,-55,100,100,100,100,-73,100,100,100,100,100,100,100,100,100,100,-7610.847664929771,4864977.2516468065,3,0,0,0,0,4,1380872865
536,-84,100,-74,-48,100,100,-84,-58,100,100,100,100,100,100,-59,-59,-77,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,100,-55,-56,-54,100,100,100,-78,100,-77,100,100,100,100,100,100,-7663.169900634743,4864933.58457304,1,0,0,0,0,15,1380872869
537,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-93,-91,-61,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,100,100,100,100,100,-98,100,100,100,100,-7613.9581910840225,4864982.640373148,0,0,0,0,0,21,1380872872
538,-68,-69,-75,-70,100,100,-76,-76,100,100,100,100,100,100,-61,-60,-78,-76,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,-55,-55,-68,-78,100,100,-71,100,-69,-77,-74,100,100,100,100,-7658.42627815351,4864938.044810032,1,0,0,0,0,20,1380872873
539,100,-82,-39,-49,100,100,-75,-73,100,100,100,100,100,100,100,-91,-89,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-68,-84,100,100,100,-70,100,-71,100,100,100,100,100,100,-7638.768011149544,4864907.278352897,1,0,0,0,0,20,1380872876
542,100,-82,-50,-53,100,100,-73,-73,100,100,100,100,100,100,-82,-83,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-57,-62,-76,100,100,100,-52,100,-52,100,-81,100,100,100,100,-7639.750883089671,4864915.306171244,1,0,0,0,0,20,1380872889
544,100,100,100,100,100,-85,100,100,-85,100,100,100,-76,-79,100,100,100,100,-70,100,100,-49,-49,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-58,100,100,100,-79,100,100,100,-82,100,-85,-85,100,-85,100,100,-7621.351189759993,4864975.900084797,3,0,0,0,0,12,1380872900
545,100,100,100,100,100,100,100,100,-49,-49,-62,-62,-75,-78,100,100,100,100,-71,100,100,-66,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,-86,-83,-76,100,100,100,-71,100,100,-82,100,-84,-7641.315999999642,4865015.586099998,2,0,0,0,0,20,1380872902
546,-68,-69,-66,-71,100,100,-83,-82,100,100,100,100,100,100,-57,-56,-68,-69,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-65,-64,-51,-78,-86,100,-76,100,-80,-66,-74,100,-64,100,100,-7664.73931399603,4864935.929158016,1,0,0,0,0,20,1380872902
547,-61,-65,-55,-66,100,100,-75,-81,100,100,100,100,100,100,-74,-75,-75,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-49,-50,-66,100,100,100,-54,100,-54,100,-81,100,100,100,100,-7646.733500000089,4864925.059800003,1,0,0,0,0,20,1380872903
548,100,-92,-89,100,-88,-84,100,100,100,100,100,100,100,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,-83,100,100,100,100,-83,100,-86,-83,100,100,-81,100,100,-7647.682389107399,4864944.166514114,1,0,0,0,0,9,1380872904
552,-68,-69,-74,-75,100,100,-86,-82,100,100,100,100,100,100,-49,-41,-64,-64,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,-75,100,100,100,100,100,100,100,100,-71,-73,-54,-78,-86,100,-79,100,-78,-66,-75,100,-64,100,100,-7675.199307075222,4864933.040713363,1,0,0,0,0,20,1380872921
553,100,100,100,100,100,-88,100,100,-83,-83,100,100,100,100,100,100,100,100,-62,-92,-94,-49,-51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,100,100,100,-76,-76,100,100,100,100,-72,-86,100,-86,100,100,-7635.065854634991,4864984.353025512,3,0,0,0,0,4,1380872921
